Theme,Name,Gender,Usage,Meanings
"""brave""",LEOPOLD,m,"German, Dutch, English, Czech, Slovak, Slovene, Polish","Derived from the Germanic elements leud ""people"" and bald ""bold"". The spelling was altered due to association with Latin leo ""lion"". This name was common among German royalty, first with the Babenbergs and then the Habsburgs. Saint Leopold was a 12th-century Babenberg margrave of Austria, who is now considered the patron of that country. It was also borne by two Habsburg Holy Roman emperors, as well as three kings of Belgium. Since the 19th century this name has been occasionally used in England, originally in honour of Queen Victoria's uncle, a king of Belgium, after whom she named one of her sons. It was later used by James Joyce for the main character, Leopold Bloom, in his novel Ulysses (1922)."
"""brave""",MAYRBEK,m,Chechen,"Derived from Nakh майра (mayra) meaning ""husband, brave man"" combined with the Turkish military title beg meaning ""chieftain, master""."
"""brave""",MEGINHARD,m,Ancient Germanic,"Derived from the Germanic elements magan ""strength"" and hard ""brave, hardy""."
"""brave""",MERT,m,Turkish,"Means ""manly, brave"" in Turkish, from Persian مرد (mard) meaning ""man""."
"""brave""",NANNA (1),f,"Danish, Swedish, Norwegian, Icelandic, Norse Mythology","Possibly derived from Old Norse nanþ meaning ""daring, brave"". In Norse legend she was a goddess who died of grief when her husband Balder was killed."
"""brave""",NEBOJŠA,m,"Serbian, Croatian","Means ""fearless"" in Serbian and Croatian."
"""brave""",REYNARD,m,English (Rare),"From the Germanic name Raginhard, composed of the elements ragin ""advice"" and hard ""brave, hardy"". The Normans brought it to England in the form Reinard, though it never became very common there. In medieval fables the name was borne by the sly hero Reynard the Fox (with the result that renard has become a French word meaning ""fox"")."
"""brave""",RICHARD,m,"English, French, German, Czech, Slovak, Dutch, Ancient Germanic","Means ""brave ruler"", derived from the Germanic elements ric ""ruler, mighty"" and hard ""brave, hardy"". The Normans introduced this name to Britain, and it has been very common there since that time. It was borne by three kings of England including Richard I the Lionheart, one of the leaders of the Third Crusade in the 12th century.... [more]"
"""brave""",ROLAND,m,"English, French, German, Swedish, Dutch, Hungarian, Polish, Medieval French","From the Germanic elements hrod meaning ""fame"" and landa meaning ""land"", though some theories hold that the second element was originally nand meaning ""brave"". Roland was a semi-legendary French hero whose story is told in the medieval epic La Chanson de Roland, in which he is a nephew of Charlemagne killed in battle with the Saracens. The Normans introduced this name to England."
"""brave""",ŞENER,m,Turkish,"From Turkish şen meaning ""happy"" and er meaning ""brave man""."
"""brave""",SIEGHARD,m,German,"Derived from the Germanic elements sigu ""victory"" and hard ""brave, hardy""."
"""brave""",SUKHBIR,m,Indian (Sikh),"From Sanskrit सुख (sukha) meaning ""pleasant, happy"" and वीर (vira) meaning ""hero, brave""."
"""brave""",TAHMASP,m,Ancient Persian,"Persian form of the Avestan name Takhmaspa, which was derived from takhma ""strong, brave, valiant"" and aspa ""horse"". This name was borne by two Safavid shahs of Persia."
"""brave""",TAHMINA,f,"Persian Mythology, Tajik, Bengali","Derived from Avestan takhma meaning ""strong, brave, valiant"". This is the name of a character in the 10th-century Persian epic the Shahnameh. She is a daughter of the king of Samangan who marries the warrior hero Rostam and eventually bears him a son, whom they name Sohrab."
"""brave""",THEOBALD,m,"English (Rare), Ancient Germanic","Means ""bold people"", derived from the Germanic elements theud ""people"" and bald ""bold"". The Normans brought the name to England, where it joined an existing Old English cognate. The medieval forms Tibald and Tebald were commonly Latinized as Theobaldus. It was rare by the 20th century."
"""brave""",URHO,m,Finnish,"Means ""brave"" in Finnish."
"""brave""",WILLIBALD,m,"German, Ancient Germanic","Derived from the Germanic elements wil ""will, desire"" and bald ""bold"". Saint Willibald was an 8th-century bishop of Eichstätt, Bavaria."
"""brave""",WILLIHARD,m,Ancient Germanic,"Germanic name derived from the elements wil ""will, desire"" and hard ""brave, hardy""."
"""brave""",WULFNOÐ,m,Anglo-Saxon,"Derived from the Old English elements wulf ""wolf"" and noð ""boldness, daring"". This name became rare after the Norman Conquest."
"""brave""",WYOT,m,Medieval English,"Middle English form of the Old English name Wigheard, composed of the elements wig ""battle"" and heard ""brave, hardy""."
"""brave""",XIUYING,f,Chinese,"From Chinese 秀 (xiù) meaning ""luxuriant, beautiful, elegant, outstanding"" combined with 英 (yīng) meaning ""flower, petal, brave, hero"". Other character combinations are possible."
"""brave""",YEONG,f & m,Korean,"From Sino-Korean 英 (yeong) meaning ""flower, petal, brave, hero"", as well as other hanja characters that are pronounced similarly. It usually occurs in combination with another character, though it is sometimes used as a stand-alone name. This name was borne by Jang Yeong-sil (where Jang is the surname), a 15th-century Korean scientist and inventor."
"""brave""",YEONG-HO,m,Korean,"From Sino-Korean 英 (yeong) meaning ""flower, petal, brave, hero"", 映 (yeong) meaning ""reflect light"" or 泳 (yeong) meaning ""dive, swim"" combined with 浩 (ho) meaning ""great, numerous, vast"" or 皓 (ho) meaning ""bright, luminous, clear, hoary"". Other hanja combinations are possible."
"""brave""",YEONG-HUI,f,Korean,"From Sino-Korean 英 (yeong) meaning ""flower, petal, brave, hero"" or 泳 (yeong) meaning ""dive, swim"" combined with 姬 (hui) meaning ""beauty"" or 嬉 (hui) meaning ""enjoy, play"". Other combinations of hanja characters can form this name as well."
"""brave""",YEONG-JA,f,Korean,"From Sino-Korean 英 (yeong) meaning ""flower, petal, brave, hero"" and 子 (ja) meaning ""child"". Other hanja character combinations can form this name as well. Feminine names ending with the character 子 (a fashionable name suffix in Japan, read as -ko in Japanese) were popular in Korea during the period of Japanese rule (1910-1945). After liberation this name and others like it declined in popularity."
"""brave""",YEONG-SUK,f,Korean,"From Sino-Korean 英 (yeong) meaning ""flower, petal, brave, hero"" and 淑 (suk) meaning ""good, pure, virtuous, charming"". Other hanja character combinations are possible."
"""brave""",YİĞİT,m,Turkish,"Means ""brave"" in Turkish."
"""brave""",YONG,m & f,"Chinese, Korean","From Chinese 勇 (yǒng) meaning ""brave"" or 永 (yǒng) meaning ""perpetual, eternal"". This can also be a single-character Korean name, for example from the hanja 勇 meaning ""brave"". This name can be formed by other characters besides those listed here."
"""brave""",YŪ,m & f,Japanese,"From Japanese 優 (yū) meaning ""excellence, superiority, gentleness"", 悠 (yū) meaning ""permanence"", 勇 (yū) meaning ""brave"", or other kanji that are pronounced the same way."
"""brave""",YŪTA,m,Japanese,"From Japanese 優 (yū) meaning ""excellence, superiority, gentleness"", 悠 (yū) meaning ""permanence"" or 勇 (yū) meaning ""brave"" combined with 太 (ta) meaning ""thick, big"". Other combinations of kanji are possible."
"""brave""",ZHIHAO,m & f,Chinese,"From Chinese 志 (zhì) meaning ""will, purpose, ambition"" or 智 (zhì) meaning ""wisdom, intellect"" combined with 豪 (háo) meaning ""brave, heroic, chivalrous"". Many other character combinations are possible."
"""intelligent""",AHURA MAZDA,m,Persian Mythology,"Means ""lord of wisdom"" in Avestan. In Persian mythology Ahura Mazda was the supreme creator, and the god of light, truth, and goodness."
"""intelligent""",ALGIMANTAS,m,Lithuanian,"From Lithuanian alga ""salary, pay"" and mantus ""intelligent""."
"""intelligent""",ALVIS,m,"Norse Mythology, Latvian","From the Old Norse Alvíss meaning ""all wise"". In Norse mythology this was the name of a dwarf who was to marry Thor's daughter Thrud. Thor was not pleased with this so he tricked Alvis by asking him questions until the sun rose, at which time the dwarf was turned into stone."
"""intelligent""",ANH,m & f,Vietnamese,"This name is frequently combined with a middle name to create a compound name; the meaning of Anh changes depending on the Sino-Vietnamese characters underlying the compound. It is often from Sino-Vietnamese 英 (anh) meaning ""flower, petal, brave, hero"", though in compounds it often takes on the meaning ""intelligent, bright""."
"""intelligent""",AQIL,m,Arabic,"Means ""intelligent, wise"" in Arabic. This transcription represents two different Arabic spellings."
"""intelligent""",BASIR,m,Arabic,"Means ""wise"" in Arabic. In Islamic tradition البصير (al-Basir) is one of the 99 names of Allah."
"""intelligent""",BİLGE,m & f,Turkish,"Means ""wise"" in Turkish."
"""intelligent""",BILGÜÜN,m,Mongolian,"Means ""wise"" in Mongolian."
"""intelligent""",BLEDA,m,History,"Possibly from a Turkic root meaning ""wise"". According to other theories the name was of Gothic origin, or was a Gothicized form of a Hunnic name. This was the name of the brother of Attila."
"""intelligent""",CATO (1),m,Ancient Roman,"Roman cognomen meaning ""wise"" in Latin. This name was bestowed upon Cato the Elder (Marcus Porcius Cato), a 2nd-century BC Roman statesman, author and censor, and was subsequently inherited by his descendants, including his great-grandson Cato the Younger (Marcus Porcius Cato Uticencis), a politician and philosopher who opposed Julius Caesar."
"""intelligent""",CHIKA (2),f,Japanese,"From Japanese 千 (chi) meaning ""thousand"", 智 (chi) meaning ""wisdom, intellect"" or 散 (chi) meaning ""scatter"" combined with 佳 (ka) meaning ""good, beautiful"" or 花 (ka) meaning ""flower"". Other kanji combinations are also possible."
"""intelligent""",DA,m & f,Chinese,"From Chinese 达 (dá) meaning ""achieve, arrive at, intelligent"" (which is usually only masculine), 大 (dà) meaning ""big, great, vast, high"", or other characters with a similar pronunciation."
"""intelligent""",DAICHI,m,Japanese,"From Japanese 大 (dai) meaning ""big, great"" combined with 地 (chi) meaning ""earth, land"" or 智 (chi) meaning ""wisdom, intellect"". Other kanji combinations are possible."
"""intelligent""",DANA (4),m & f,"Persian, Arabic","Means ""wise"" in Persian."
"""intelligent""",DAUMANTAS,m,Lithuanian,"From Lithuanian daug ""much"" and mantus ""intelligent"". This name was borne by a 13th-century Lithuanian ruler of Pskov who is venerated as a saint in the Eastern Orthodox Church."
"""intelligent""",DOMANTAS,m,Lithuanian,"From Old Lithuanian dotas ""gift"" and mantus ""intelligent"". It is sometimes conflated with DAUMANTAS."
"""intelligent""",EIMANTAS,m,Lithuanian,"From the Baltic elements ei- ""to go"" and mantus ""intelligent""."
"""intelligent""",EUN-JI,f,Korean,"From Sino-Korean 恩 (eun) meaning ""kindness, mercy, charity"" combined with 智 (ji) meaning ""wisdom, intellect"" or 地 (ji) meaning ""earth, soil, ground"". Other hanja character combinations are possible."
"""intelligent""",FAHIM,m,Arabic,"Means ""intelligent, scholar"" in Arabic."
"""intelligent""",FARZANEH,f,Persian,"Means ""wise, intelligent"" in Persian."
"""intelligent""",FATIN (2),m,Arabic,"Means ""intelligent"" in Arabic."
"""intelligent""",FRODE,m,"Danish, Norwegian","From the Old Norse name Fróði, which was derived from fróðr meaning ""learned, wise""."
"""intelligent""",FRODO,m,Literature,"Derived from the Germanic element frod meaning ""wise"". This was the name of the hobbit hero in The Lord of the Rings (1954) by J. R. R. Tolkien, who used Old English to translate some hobbit names (Frodo's real name was Maura). In the novel Frodo Baggins was the bearer of the One Ring on the quest to destroy it in Mount Doom."
"""intelligent""",GOUYEN,f,"Indigenous American, Apache","Means ""wise"" in Apache. This was the name of a 19th-century Apache warrior woman."
"""intelligent""",GUISCARD,m,Medieval French,"Norman French form of the Norman name Wischard, formed of the Old Norse elements viskr ""wise"" and hórðr ""brave, hardy""."
"""intelligent""",HAKIM,m,Arabic,"Means ""wise"" in Arabic. In Islamic tradition الحكيم (al-Hakim) is one of the 99 names of Allah."
"""intelligent""",HIKMAT,m & f,Arabic,"Derived from Arabic حكمة (hikmah) meaning ""wisdom""."
"""intelligent""",HUỆ,f,Vietnamese,"From Sino-Vietnamese 慧 (huệ) meaning ""bright, intelligent"" or 蕙 (huệ) meaning ""tuberose (flower)""."
"""intelligent""",HUI,f & m,Chinese,"From Chinese 慧 (huì) meaning ""intelligent, wise"" (which is usually only feminine), 辉 (huī) meaning ""brightness"", besides other characters that are pronounced similarly."
"""intelligent""",HYE,m,Korean,"From Sino-Korean 慧 (hye) meaning ""bright, intelligent"" or other characters that are pronounced in the same way. Although it does appear rarely as a single-character name, it is more often used in combination with another character. A notable bearer was a 6th-century king of Baekje."
"""intelligent""",HYE-JIN,f,Korean,"From Sino-Korean 慧 (hye) meaning ""bright, intelligent"" or 惠 (hye) meaning ""favour, benefit"" combined with 珍 (jin) meaning ""precious, rare"". This name can be formed by a variety of other hanja character combinations as well."
